"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2014-04",101.3787,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2014-05",101.4739,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2014-06",101.4012,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2014-07",101.3106,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2014-08",101.346,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2014-09",101.439,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2014-10",101.7325,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2014-11",102.0285,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2014-12",102.3858,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2015-01",102.5806,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2015-02",102.7214,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2015-03",102.676,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2015-04",102.3897,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2015-05",101.9847,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2015-06",101.6953,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2015-07",101.5443,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2015-08",101.6864,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2015-09",102.0464,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2015-10",102.4469,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2015-11",102.626,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2015-12",102.8361,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2016-01",102.9624,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2016-02",102.88,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2016-03",102.6514,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2016-04",102.5549,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2016-05",102.5306,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2016-06",102.5465,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2016-07",102.5419,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2016-08",102.6279,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2016-09",102.9022,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2016-10",103.1209,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2016-11",103.1796,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2016-12",103.2186,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2017-01",103.0786,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2017-02",102.9903,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2017-03",102.9317,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2017-04",102.9593,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2017-05",102.9969,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2017-06",102.9697,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2017-07",102.956,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2017-08",102.9442,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2017-09",103.0623,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2017-10",103.1312,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2017-11",103.1671,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2017-12",103.1779,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2018-01",103.1814,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2018-02",103.0861,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2018-03",102.8498,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2018-04",102.7101,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2018-05",102.7996,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2018-06",102.8809,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2018-07",103.0126,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2018-08",103.1443,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2018-09",103.1472,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2018-10",103.1135,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2018-11",103.0574,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2018-12",102.9482,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2019-01",102.8207,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2019-02",102.911,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2019-03",103.002,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2019-04",103.0879,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2019-05",103.149,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2019-06",103.2544,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2019-07",103.2311,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2019-08",103.0716,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2019-09",102.9568,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2019-10",102.8758,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2019-11",102.8219,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2019-12",102.7381,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2020-01",102.6257,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2020-02",102.2768,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2020-03",101.1437,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2020-04",99.14691,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2020-05",98.18612,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2020-06",98.17139,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2020-07",98.55092,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2020-08",98.97355,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2020-09",99.07124,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2020-10",98.90016,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2020-11",98.81602,
"SVK","CCI","AMPLITUD","LTRENDIDX","M","2020-12",98.8354,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2012-12",97.96142,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2013-01",98.10911,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2013-02",98.15968,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2013-03",97.61552,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2013-04",96.92969,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2013-05",96.02583,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2013-06",95.38163,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2013-07",95.23373,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2013-08",95.49908,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2013-09",95.99503,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2013-10",96.39095,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2013-11",96.43517,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2013-12",96.67961,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2014-01",96.98974,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2014-02",97.52905,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2014-03",98.01521,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2014-04",97.90367,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2014-05",97.63655,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2014-06",97.63363,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2014-07",97.65582,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2014-08",97.67559,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2014-09",97.74632,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2014-10",97.76568,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2014-11",97.98325,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2014-12",98.2582,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2015-01",98.60081,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2015-02",99.00594,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2015-03",99.07433,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2015-04",99.08945,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2015-05",98.97312,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2015-06",98.45116,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2015-07",98.00113,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2015-08",97.79818,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2015-09",97.78205,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2015-10",97.68644,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2015-11",97.6335,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2015-12",97.57883,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2016-01",97.4728,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2016-02",97.17072,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2016-03",96.64723,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2016-04",96.44301,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2016-05",96.59776,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2016-06",97.21598,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2016-07",97.87836,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2016-08",98.14422,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2016-09",98.29871,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2016-10",98.65332,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2016-11",99.02987,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2016-12",99.3457,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2017-01",99.74323,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2017-02",100.2017,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2017-03",100.4291,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2017-04",100.6323,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2017-05",100.7115,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2017-06",100.9247,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2017-07",101.3022,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2017-08",101.9033,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2017-09",102.909,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2017-10",103.8396,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2017-11",104.1765,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2017-12",104.3466,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2018-01",104.4457,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2018-02",104.5386,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2018-03",104.4515,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2018-04",104.2934,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2018-05",103.929,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2018-06",103.3535,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2018-07",103.0568,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2018-08",102.9007,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2018-09",102.9569,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2018-10",103.3027,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2018-11",103.8916,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2018-12",104.4246,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2019-01",104.8461,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2019-02",105.1357,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2019-03",105.1403,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2019-04",105.1153,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2019-05",105.0335,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2019-06",105.0441,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2019-07",104.8669,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2019-08",104.6864,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2019-09",104.7861,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2019-10",105.0064,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2019-11",105.2589,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2019-12",105.3792,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2020-01",104.982,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2020-02",104.0643,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2020-03",103.33,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2020-04",102.3969,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2020-05",101.7234,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2020-06",101.4455,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2020-07",101.8332,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2020-08",102.4121,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2020-09",103.2377,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2020-10",104.0282,
"CHN","CCI","AMPLITUD","LTRENDIDX","M","2020-11",104.8201,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2012-12",99.14178,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2013-01",99.36034,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2013-02",99.5287,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2013-03",99.52961,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2013-04",99.54629,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2013-05",99.6253,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2013-06",99.67804,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2013-07",99.80164,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2013-08",100.1353,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2013-09",100.6094,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2013-10",101.0302,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2013-11",101.3867,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2013-12",101.6306,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2014-01",101.7372,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2014-02",101.68,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2014-03",101.4693,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2014-04",101.2639,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2014-05",101.2003,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2014-06",101.1801,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2014-07",101.0787,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2014-08",100.7839,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2014-09",100.4424,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2014-10",100.1008,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2014-11",99.90124,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2014-12",99.9687,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2015-01",100.2471,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2015-02",100.5226,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2015-03",100.6724,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2015-04",100.7166,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2015-05",100.7224,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2015-06",100.6152,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2015-07",100.4449,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2015-08",100.2388,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2015-09",100.1175,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2015-10",100.1733,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2015-11",100.338,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2015-12",100.4713,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2016-01",100.4335,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2016-02",100.2969,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2016-03",100.1654,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2016-04",100.0573,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2016-05",100.0178,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2016-06",100.1005,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2016-07",100.2431,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2016-08",100.3482,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2016-09",100.3406,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2016-10",100.3353,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2016-11",100.4446,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2016-12",100.4927,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2017-01",100.5611,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2017-02",100.631,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2017-03",100.7518,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2017-04",100.8253,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2017-05",100.8483,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2017-06",100.8943,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2017-07",101.0536,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2017-08",101.2054,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2017-09",101.4044,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2017-10",101.5651,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2017-11",101.5899,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2017-12",101.5176,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2018-01",101.4256,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2018-02",101.339,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2018-03",101.3042,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2018-04",101.1845,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2018-05",100.986,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2018-06",100.7407,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2018-07",100.6326,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2018-08",100.6069,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2018-09",100.6595,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2018-10",100.6448,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2018-11",100.4233,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2018-12",100.0937,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2019-01",99.88805,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2019-02",99.88274,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2019-03",100.0226,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2019-04",100.1445,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2019-05",100.1643,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2019-06",100.0462,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2019-07",99.85548,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2019-08",99.65836,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2019-09",99.51311,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2019-10",99.53966,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2019-11",99.64694,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2019-12",99.77894,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2020-01",99.84373,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2020-02",99.74514,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2020-03",99.33606,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2020-04",98.95332,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2020-05",99.06335,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2020-06",99.31803,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2020-07",99.35348,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2020-08",99.35331,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2020-09",99.52243,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2020-10",99.72369,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2020-11",100.0721,
"BEL","CCI","AMPLITUD","LTRENDIDX","M","2020-12",100.6247,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2012-12",98.14453,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2013-01",98.34411,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2013-02",98.52679,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2013-03",98.47914,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2013-04",98.29941,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2013-05",98.36191,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2013-06",98.66453,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2013-07",98.8078,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2013-08",98.89912,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2013-09",98.91009,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2013-10",99.00133,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2013-11",99.17861,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2013-12",99.28484,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2014-01",99.15568,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2014-02",98.76303,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2014-03",98.3858,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2014-04",98.12862,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2014-05",98.38235,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2014-06",98.83276,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2014-07",98.87275,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2014-08",98.31699,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2014-09",97.8198,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2014-10",97.76632,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2014-11",97.85413,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2014-12",97.97911,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2015-01",98.10591,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2015-02",98.35114,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2015-03",98.69002,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2015-04",99.04415,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2015-05",99.23389,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2015-06",99.20683,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2015-07",99.13929,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2015-08",98.92252,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2015-09",98.56307,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2015-10",98.35793,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2015-11",98.42176,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2015-12",98.3926,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2016-01",98.36681,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2016-02",98.13757,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2016-03",98.13618,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2016-04",98.45444,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2016-05",98.92934,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2016-06",99.57384,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2016-07",100.1019,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2016-08",100.7406,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2016-09",101.2026,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2016-10",101.4622,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2016-11",101.4603,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2016-12",101.4269,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2017-01",101.3003,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2017-02",101.2605,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2017-03",101.5222,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2017-04",101.7508,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2017-05",101.841,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2017-06",101.8959,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2017-07",102.0959,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2017-08",102.4352,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2017-09",102.813,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2017-10",103.0275,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2017-11",103.064,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2017-12",103.2126,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2018-01",102.9505,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2018-02",102.666,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2018-03",102.3386,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2018-04",102.0323,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2018-05",101.8066,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2018-06",101.6065,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2018-07",101.6546,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2018-08",101.7777,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2018-09",101.6914,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2018-10",101.2931,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2018-11",100.7482,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2018-12",100.223,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2019-01",99.84632,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2019-02",99.69444,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2019-03",99.62627,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2019-04",99.51872,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2019-05",99.25153,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2019-06",98.89809,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2019-07",98.7429,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2019-08",98.71958,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2019-09",98.73247,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2019-10",98.67992,
"FIN","CCI","AMPLITUD","LTRENDIDX","M","2019-11",98.81599,
